action,annotation_count,annotation_set_id,ayah_id,error_count,mode,protected_active_set_id,published,safe_to_persist,verse_key,warning_count
published_beta_candidate,27,3854,1924,0,wasl,,True,True,16:26,3
published_beta_candidate,32,3855,1925,0,ayah,,True,True,16:27,2
published_beta_candidate,32,3856,1925,0,wasl,,True,True,16:27,2
published_beta_candidate,28,3857,1926,0,ayah,,True,True,16:28,2
published_beta_candidate,28,3858,1926,0,wasl,,True,True,16:28,2
published_beta_candidate,13,3859,1927,0,ayah,,True,True,16:29,0
published_beta_candidate,13,3860,1927,0,wasl,,True,True,16:29,0
published_beta_candidate,32,3861,1928,0,ayah,,True,True,16:30,2
published_beta_candidate,32,3862,1928,0,wasl,,True,True,16:30,2
published_beta_candidate,29,3863,1929,0,ayah,,True,True,16:31,0
published_beta_candidate,29,3864,1929,0,wasl,,True,True,16:31,0
published_beta_candidate,18,3865,1930,0,ayah,,True,True,16:32,1
published_beta_candidate,18,3866,1930,0,wasl,,True,True,16:32,1
published_beta_candidate,27,3867,1931,0,ayah,,True,True,16:33,2
published_beta_candidate,27,3868,1931,0,wasl,,True,True,16:33,2
published_beta_candidate,13,3869,1932,0,ayah,,True,True,16:34,0
published_beta_candidate,13,3870,1932,0,wasl,,True,True,16:34,0
published_beta_candidate,42,3871,1933,0,ayah,,True,True,16:35,3
published_beta_candidate,42,3872,1933,0,wasl,,True,True,16:35,3
published_beta_candidate,40,3873,1934,0,ayah,,True,True,16:36,2
published_beta_candidate,40,3874,1934,0,wasl,,True,True,16:36,2
published_beta_candidate,20,3875,1935,0,ayah,,True,True,16:37,0
published_beta_candidate,20,3876,1935,0,wasl,,True,True,16:37,0
published_beta_candidate,24,3877,1936,0,ayah,,True,True,16:38,0
published_beta_candidate,24,3878,1936,0,wasl,,True,True,16:38,0
published_beta_candidate,14,3879,1937,0,ayah,,True,True,16:39,2
published_beta_candidate,14,3880,1937,0,wasl,,True,True,16:39,2
published_beta_candidate,12,3881,1938,0,ayah,,True,True,16:40,0
published_beta_candidate,12,3882,1938,0,wasl,,True,True,16:40,0
published_beta_candidate,29,3883,1939,0,ayah,,True,True,16:41,1
published_beta_candidate,29,3884,1939,0,wasl,,True,True,16:41,1
published_beta_candidate,8,3885,1940,0,ayah,,True,True,16:42,1
published_beta_candidate,8,3886,1940,0,wasl,,True,True,16:42,1
published_beta_candidate,24,3887,1941,0,ayah,,True,True,16:43,2
published_beta_candidate,24,3888,1941,0,wasl,,True,True,16:43,2
published_beta_candidate,20,3889,1942,0,ayah,,True,True,16:44,2
published_beta_candidate,20,3890,1942,0,wasl,,True,True,16:44,2
published_beta_candidate,18,3891,1943,0,ayah,,True,True,16:45,1
published_beta_candidate,18,3892,1943,0,wasl,,True,True,16:45,1
published_beta_candidate,6,3893,1944,0,ayah,,True,True,16:46,0
published_beta_candidate,6,3894,1944,0,wasl,,True,True,16:46,0
published_beta_candidate,12,3895,1945,0,ayah,,True,True,16:47,0
published_beta_candidate,12,3896,1945,0,wasl,,True,True,16:47,0
published_beta_candidate,22,3897,1946,0,ayah,,True,True,16:48,1
published_beta_candidate,22,3898,1946,0,wasl,,True,True,16:48,1
published_beta_candidate,21,3899,1947,0,ayah,,True,True,16:49,0
published_beta_candidate,21,3900,1947,0,wasl,,True,True,16:49,0
published_beta_candidate,12,3901,1948,0,ayah,,True,True,16:50,0
published_beta_candidate,12,3902,1948,0,wasl,,True,True,16:50,0
published_beta_candidate,19,3903,1949,0,ayah,,True,True,16:51,2
published_beta_candidate,19,3904,1949,0,wasl,,True,True,16:51,2
published_beta_candidate,15,3905,1950,0,ayah,,True,True,16:52,0
published_beta_candidate,15,3906,1950,0,wasl,,True,True,16:52,0
published_beta_candidate,17,3907,1951,0,ayah,,True,True,16:53,1
published_beta_candidate,17,3908,1951,0,wasl,,True,True,16:53,1
published_beta_candidate,17,3909,1952,0,ayah,,True,True,16:54,0
published_beta_candidate,17,3910,1952,0,wasl,,True,True,16:54,0
published_beta_candidate,8,3911,1953,0,ayah,,True,True,16:55,0
published_beta_candidate,8,3912,1953,0,wasl,,True,True,16:55,0
published_beta_candidate,24,3913,1954,0,ayah,,True,True,16:56,0
published_beta_candidate,24,3914,1954,0,wasl,,True,True,16:56,0
published_beta_candidate,12,3915,1955,0,ayah,,True,True,16:57,0
published_beta_candidate,12,3916,1955,0,wasl,,True,True,16:57,0
published_beta_candidate,10,3917,1956,0,ayah,,True,True,16:58,0
published_beta_candidate,10,3918,1956,0,wasl,,True,True,16:58,0
published_beta_candidate,20,3919,1957,0,ayah,,True,True,16:59,2
published_beta_candidate,20,3920,1957,0,wasl,,True,True,16:59,2
published_beta_candidate,18,3921,1958,0,ayah,,True,True,16:60,1
published_beta_candidate,18,3922,1958,0,wasl,,True,True,16:60,1
published_beta_candidate,36,3923,1959,0,ayah,,True,True,16:61,1
published_beta_candidate,36,3924,1959,0,wasl,,True,True,16:61,1
published_beta_candidate,25,3925,1960,0,ayah,,True,True,16:62,1
published_beta_candidate,25,3926,1960,0,wasl,,True,True,16:62,1
published_beta_candidate,21,3927,1961,0,ayah,,True,True,16:63,2
published_beta_candidate,21,3928,1961,0,wasl,,True,True,16:63,2
published_beta_candidate,17,3929,1962,0,ayah,,True,True,16:64,2
published_beta_candidate,17,3930,1962,0,wasl,,True,True,16:64,2
published_beta_candidate,20,3931,1963,0,ayah,,True,True,16:65,0
published_beta_candidate,20,3932,1963,0,wasl,,True,True,16:65,0
published_beta_candidate,30,3933,1964,0,ayah,,True,True,16:66,0
published_beta_candidate,30,3934,1964,0,wasl,,True,True,16:66,0
published_beta_candidate,21,3935,1965,0,ayah,,True,True,16:67,1
published_beta_candidate,21,3936,1965,0,wasl,,True,True,16:67,1
published_beta_candidate,17,3937,1966,0,ayah,,True,True,16:68,1
published_beta_candidate,17,3938,1966,0,wasl,,True,True,16:68,1
published_beta_candidate,33,3939,1967,0,ayah,,True,True,16:69,1
published_beta_candidate,33,3940,1967,0,wasl,,True,True,16:69,1
published_beta_candidate,26,3941,1968,0,ayah,,True,True,16:70,1
published_beta_candidate,26,3942,1968,0,wasl,,True,True,16:70,1
published_beta_candidate,29,3943,1969,0,ayah,,True,True,16:71,1
published_beta_candidate,29,3944,1969,0,wasl,,True,True,16:71,1
published_beta_candidate,28,3945,1970,0,ayah,,True,True,16:72,0
published_beta_candidate,28,3946,1970,0,wasl,,True,True,16:72,0
published_beta_candidate,22,3947,1971,0,ayah,,True,True,16:73,0
published_beta_candidate,22,3948,1971,0,wasl,,True,True,16:73,0
published_beta_candidate,16,3949,1972,0,ayah,,True,True,16:74,0
published_beta_candidate,16,3950,1972,0,wasl,,True,True,16:74,0
published_beta_candidate,38,3951,1973,0,ayah,,True,True,16:75,0
published_beta_candidate,38,3952,1973,0,wasl,,True,True,16:75,0
published_beta_candidate,31,3953,1974,0,ayah,,True,True,16:76,0
published_beta_candidate,31,3954,1974,0,wasl,,True,True,16:76,0
published_beta_candidate,27,3955,1975,0,ayah,,True,True,16:77,1
published_beta_candidate,27,3956,1975,0,wasl,,True,True,16:77,1
published_beta_candidate,26,3957,1976,0,ayah,,True,True,16:78,0
published_beta_candidate,26,3958,1976,0,wasl,,True,True,16:78,0
published_beta_candidate,27,3959,1977,0,ayah,,True,True,16:79,4
published_beta_candidate,27,3960,1977,0,wasl,,True,True,16:79,4
published_beta_candidate,39,3961,1978,0,ayah,,True,True,16:80,1
published_beta_candidate,39,3962,1978,0,wasl,,True,True,16:80,1
published_beta_candidate,33,3963,1979,0,ayah,,True,True,16:81,0
published_beta_candidate,33,3964,1979,0,wasl,,True,True,16:81,0
published_beta_candidate,9,3965,1980,0,ayah,,True,True,16:82,0
published_beta_candidate,9,3966,1980,0,wasl,,True,True,16:82,0
published_beta_candidate,15,3967,1981,0,ayah,,True,True,16:83,0
published_beta_candidate,15,3968,1981,0,wasl,,True,True,16:83,0
published_beta_candidate,16,3969,1982,0,ayah,,True,True,16:84,1
published_beta_candidate,16,3970,1982,0,wasl,,True,True,16:84,1
published_beta_candidate,17,3971,1983,0,ayah,,True,True,16:85,1
published_beta_candidate,17,3972,1983,0,wasl,,True,True,16:85,1
published_beta_candidate,36,3973,1984,0,ayah,,True,True,16:86,3
published_beta_candidate,36,3974,1984,0,wasl,,True,True,16:86,3
published_beta_candidate,13,3975,1985,0,ayah,,True,True,16:87,2
published_beta_candidate,13,3976,1985,0,wasl,,True,True,16:87,2
published_beta_candidate,20,3977,1986,0,ayah,,True,True,16:88,1
published_beta_candidate,20,3978,1986,0,wasl,,True,True,16:88,1
published_beta_candidate,29,3979,1987,0,ayah,,True,True,16:89,1
published_beta_candidate,29,3980,1987,0,wasl,,True,True,16:89,1
published_beta_candidate,30,3981,1988,0,ayah,,True,True,16:90,0
published_beta_candidate,30,3982,1988,0,wasl,,True,True,16:90,0
published_beta_candidate,25,3983,1989,0,ayah,,True,True,16:91,0
published_beta_candidate,25,3984,1989,0,wasl,,True,True,16:91,0
published_beta_candidate,38,3985,1990,0,ayah,,True,True,16:92,1
published_beta_candidate,38,3986,1990,0,wasl,,True,True,16:92,1
published_beta_candidate,21,3987,1991,0,ayah,,True,True,16:93,0
published_beta_candidate,21,3988,1991,0,wasl,,True,True,16:93,0
published_beta_candidate,24,3989,1992,0,ayah,,True,True,16:94,0
published_beta_candidate,24,3990,1992,0,wasl,,True,True,16:94,0
published_beta_candidate,19,3991,1993,0,ayah,,True,True,16:95,0
published_beta_candidate,19,3992,1993,0,wasl,,True,True,16:95,0
published_beta_candidate,23,3993,1994,0,ayah,,True,True,16:96,1
published_beta_candidate,23,3994,1994,0,wasl,,True,True,16:96,1
published_beta_candidate,24,3995,1995,0,ayah,,True,True,16:97,0
published_beta_candidate,24,3996,1995,0,wasl,,True,True,16:97,0
published_beta_candidate,14,3997,1996,0,ayah,,True,True,16:98,0
published_beta_candidate,14,3998,1996,0,wasl,,True,True,16:98,0
published_beta_candidate,11,3999,1997,0,ayah,,True,True,16:99,1
published_beta_candidate,11,4000,1997,0,wasl,,True,True,16:99,1
published_beta_candidate,11,4001,1998,0,ayah,,True,True,16:100,2
published_beta_candidate,11,4002,1998,0,wasl,,True,True,16:100,2
published_beta_candidate,24,4003,1999,0,ayah,,True,True,16:101,0
published_beta_candidate,24,4004,1999,0,wasl,,True,True,16:101,0
published_beta_candidate,14,4005,2000,0,ayah,,True,True,16:102,2
published_beta_candidate,14,4006,2000,0,wasl,,True,True,16:102,2
published_beta_candidate,23,4007,2001,0,ayah,,True,True,16:103,2
published_beta_candidate,23,4008,2001,0,wasl,,True,True,16:103,2
published_beta_candidate,18,4009,2002,0,ayah,,True,True,16:104,2
published_beta_candidate,18,4010,2002,0,wasl,,True,True,16:104,2
published_beta_candidate,20,4011,2003,0,ayah,,True,True,16:105,1
published_beta_candidate,20,4012,2003,0,wasl,,True,True,16:105,1
published_beta_candidate,35,4013,2004,0,ayah,,True,True,16:106,2
published_beta_candidate,35,4014,2004,0,wasl,,True,True,16:106,2
published_beta_candidate,22,4015,2005,0,ayah,,True,True,16:107,0
published_beta_candidate,22,4016,2005,0,wasl,,True,True,16:107,0
published_beta_candidate,22,4017,2006,0,ayah,,True,True,16:108,1
published_beta_candidate,22,4018,2006,0,wasl,,True,True,16:108,1
published_beta_candidate,12,4019,2007,0,ayah,,True,True,16:109,0
published_beta_candidate,12,4020,2007,0,wasl,,True,True,16:109,0
published_beta_candidate,25,4021,2008,0,ayah,,True,True,16:110,1
published_beta_candidate,25,4022,2008,0,wasl,,True,True,16:110,1
published_beta_candidate,13,4023,2009,0,ayah,,True,True,16:111,0
published_beta_candidate,13,4024,2009,0,wasl,,True,True,16:111,0
published_beta_candidate,41,4025,2010,0,ayah,,True,True,16:112,0
published_beta_candidate,41,4026,2010,0,wasl,,True,True,16:112,0
published_beta_candidate,16,4027,2011,0,ayah,,True,True,16:113,0
published_beta_candidate,16,4028,2011,0,wasl,,True,True,16:113,0
published_beta_candidate,19,4029,2012,0,ayah,,True,True,16:114,0
published_beta_candidate,19,4030,2012,0,wasl,,True,True,16:114,0
published_beta_candidate,30,4031,2013,0,ayah,,True,True,16:115,0
published_beta_candidate,30,4032,2013,0,wasl,,True,True,16:115,0
published_beta_candidate,28,4033,2014,0,ayah,,True,True,16:116,4
published_beta_candidate,28,4034,2014,0,wasl,,True,True,16:116,4
published_beta_candidate,8,4035,2015,0,ayah,,True,True,16:117,1
published_beta_candidate,8,4036,2015,0,wasl,,True,True,16:117,1
published_beta_candidate,22,4037,2016,0,ayah,,True,True,16:118,1
published_beta_candidate,22,4038,2016,0,wasl,,True,True,16:118,1
published_beta_candidate,26,4039,2017,0,ayah,,True,True,16:119,1
published_beta_candidate,26,4040,2017,0,wasl,,True,True,16:119,1
published_beta_candidate,17,4041,2018,0,ayah,,True,True,16:120,1
published_beta_candidate,17,4042,2018,0,wasl,,True,True,16:120,1
published_beta_candidate,14,4043,2019,0,ayah,,True,True,16:121,1
published_beta_candidate,14,4044,2019,0,wasl,,True,True,16:121,1
published_beta_candidate,16,4045,2020,0,ayah,,True,True,16:122,0
published_beta_candidate,16,4046,2020,0,wasl,,True,True,16:122,0
published_beta_candidate,13,4047,2021,0,ayah,,True,True,16:123,2
published_beta_candidate,13,4048,2021,0,wasl,,True,True,16:123,2
published_beta_candidate,20,4049,2022,0,ayah,,True,True,16:124,1
published_beta_candidate,20,4050,2022,0,wasl,,True,True,16:124,1
published_beta_candidate,20,4051,2023,0,ayah,,True,True,16:125,2
published_beta_candidate,20,4052,2023,0,wasl,,True,True,16:125,2
published_beta_candidate,20,4053,2024,0,ayah,,True,True,16:126,0
published_beta_candidate,20,4054,2024,0,wasl,,True,True,16:126,0
published_beta_candidate,21,4055,2025,0,ayah,,True,True,16:127,1
published_beta_candidate,21,4056,2025,0,wasl,,True,True,16:127,1
published_beta_candidate,11,4057,2026,0,ayah,,True,True,16:128,2
published_beta_candidate,11,4058,2026,0,wasl,,True,True,16:128,2
published_beta_candidate,32,4059,2027,0,ayah,,True,True,17:1,4
published_beta_candidate,32,4060,2027,0,wasl,,True,True,17:1,4
published_beta_candidate,18,4061,2028,0,ayah,,True,True,17:2,1
published_beta_candidate,18,4062,2028,0,wasl,,True,True,17:2,1
published_beta_candidate,11,4063,2029,0,ayah,,True,True,17:3,0
published_beta_candidate,10,4064,2029,0,wasl,,True,True,17:3,0
published_beta_candidate,20,4065,2030,0,ayah,,True,True,17:4,1
published_beta_candidate,19,4066,2030,0,wasl,,True,True,17:4,1
published_beta_candidate,27,4067,2031,0,ayah,,True,True,17:5,0
published_beta_candidate,26,4068,2031,0,wasl,,True,True,17:5,0
published_beta_candidate,22,4069,2032,0,ayah,,True,True,17:6,0
published_beta_candidate,21,4070,2032,0,wasl,,True,True,17:6,0
published_beta_candidate,31,4071,2033,0,ayah,,True,True,17:7,0
published_beta_candidate,30,4072,2033,0,wasl,,True,True,17:7,0
published_beta_candidate,21,4073,2034,0,ayah,,True,True,17:8,0
published_beta_candidate,20,4074,2034,0,wasl,,True,True,17:8,0
published_beta_candidate,27,4075,2035,0,ayah,,True,True,17:9,2
published_beta_candidate,27,4076,2035,0,wasl,,True,True,17:9,2
published_beta_candidate,17,4077,2036,0,ayah,,True,True,17:10,2
published_beta_candidate,16,4078,2036,0,wasl,,True,True,17:10,2
published_beta_candidate,15,4079,2037,0,ayah,,True,True,17:11,0
published_beta_candidate,14,4080,2037,0,wasl,,True,True,17:11,0
published_beta_candidate,37,4081,2038,0,ayah,,True,True,17:12,2
published_beta_candidate,36,4082,2038,0,wasl,,True,True,17:12,2
published_beta_candidate,18,4083,2039,0,ayah,,True,True,17:13,1
published_beta_candidate,17,4084,2039,0,wasl,,True,True,17:13,1
published_beta_candidate,6,4085,2040,0,ayah,,True,True,17:14,0
published_beta_candidate,6,4086,2040,0,wasl,,True,True,17:14,0
published_beta_candidate,26,4087,2041,0,ayah,,True,True,17:15,1
published_beta_candidate,25,4088,2041,0,wasl,,True,True,17:15,1
published_beta_candidate,26,4089,2042,0,ayah,,True,True,17:16,0
published_beta_candidate,25,4090,2042,0,wasl,,True,True,17:16,0
published_beta_candidate,19,4091,2043,0,ayah,,True,True,17:17,0
published_beta_candidate,18,4092,2043,0,wasl,,True,True,17:17,0
published_beta_candidate,27,4093,2044,0,ayah,,True,True,17:18,0
published_beta_candidate,26,4094,2044,0,wasl,,True,True,17:18,0
published_beta_candidate,19,4095,2045,0,ayah,,True,True,17:19,0
published_beta_candidate,18,4096,2045,0,wasl,,True,True,17:19,0
published_beta_candidate,16,4097,2046,0,ayah,,True,True,17:20,0
published_beta_candidate,15,4098,2046,0,wasl,,True,True,17:20,0
published_beta_candidate,16,4099,2047,0,ayah,,True,True,17:21,0
published_beta_candidate,15,4100,2047,0,wasl,,True,True,17:21,0
published_beta_candidate,14,4101,2048,0,ayah,,True,True,17:22,1
published_beta_candidate,13,4102,2048,0,wasl,,True,True,17:22,1
published_beta_candidate,35,4103,2049,0,ayah,,True,True,17:23,2
published_beta_candidate,34,4104,2049,0,wasl,,True,True,17:23,2
published_beta_candidate,16,4105,2050,0,ayah,,True,True,17:24,1
published_beta_candidate,16,4106,2050,0,wasl,,True,True,17:24,1
published_beta_candidate,20,4107,2051,0,ayah,,True,True,17:25,0
published_beta_candidate,19,4108,2051,0,wasl,,True,True,17:25,0
published_beta_candidate,18,4109,2052,0,ayah,,True,True,17:26,0
published_beta_candidate,17,4110,2052,0,wasl,,True,True,17:26,0
published_beta_candidate,17,4111,2053,0,ayah,,True,True,17:27,0
published_beta_candidate,16,4112,2053,0,wasl,,True,True,17:27,0
published_beta_candidate,23,4113,2054,0,ayah,,True,True,17:28,0
published_beta_candidate,22,4114,2054,0,wasl,,True,True,17:28,0
published_beta_candidate,17,4115,2055,0,ayah,,True,True,17:29,1
published_beta_candidate,16,4116,2055,0,wasl,,True,True,17:29,1
published_beta_candidate,19,4117,2056,0,ayah,,True,True,17:30,0
published_beta_candidate,18,4118,2056,0,wasl,,True,True,17:30,0
published_beta_candidate,21,4119,2057,0,ayah,,True,True,17:31,0
published_beta_candidate,20,4120,2057,0,wasl,,True,True,17:31,0
published_beta_candidate,13,4121,2058,0,ayah,,True,True,17:32,1
published_beta_candidate,12,4122,2058,0,wasl,,True,True,17:32,1
published_beta_candidate,31,4123,2059,0,ayah,,True,True,17:33,2
published_beta_candidate,30,4124,2059,0,wasl,,True,True,17:33,2
published_beta_candidate,21,4125,2060,0,ayah,,True,True,17:34,2
published_beta_candidate,20,4126,2060,0,wasl,,True,True,17:34,2
published_beta_candidate,16,4127,2061,0,ayah,,True,True,17:35,0
published_beta_candidate,15,4128,2061,0,wasl,,True,True,17:35,0
published_beta_candidate,18,4129,2062,0,ayah,,True,True,17:36,0
published_beta_candidate,17,4130,2062,0,wasl,,True,True,17:36,0
published_beta_candidate,17,4131,2063,0,ayah,,True,True,17:37,0
published_beta_candidate,16,4132,2063,0,wasl,,True,True,17:37,0
published_beta_candidate,7,4133,2064,0,ayah,,True,True,17:38,0
published_beta_candidate,6,4134,2064,0,wasl,,True,True,17:38,0
published_beta_candidate,25,4135,2065,0,ayah,,True,True,17:39,2
published_beta_candidate,24,4136,2065,0,wasl,,True,True,17:39,2
published_beta_candidate,18,4137,2066,0,ayah,,True,True,17:40,0
published_beta_candidate,17,4138,2066,0,wasl,,True,True,17:40,0
published_beta_candidate,19,4139,2067,0,ayah,,True,True,17:41,1
published_beta_candidate,18,4140,2067,0,wasl,,True,True,17:41,1
published_beta_candidate,18,4141,2068,0,ayah,,True,True,17:42,2
published_beta_candidate,17,4142,2068,0,wasl,,True,True,17:42,2
published_beta_candidate,12,4143,2069,0,ayah,,True,True,17:43,0
published_beta_candidate,11,4144,2069,0,wasl,,True,True,17:43,0
published_beta_candidate,31,4145,2070,0,ayah,,True,True,17:44,1
published_beta_candidate,30,4146,2070,0,wasl,,True,True,17:44,1
published_beta_candidate,20,4147,2071,0,ayah,,True,True,17:45,1
published_beta_candidate,20,4148,2071,0,wasl,,True,True,17:45,1
published_beta_candidate,30,4149,2072,0,ayah,,True,True,17:46,0
published_beta_candidate,29,4150,2072,0,wasl,,True,True,17:46,0
published_beta_candidate,22,4151,2073,0,ayah,,True,True,17:47,3
published_beta_candidate,21,4152,2073,0,wasl,,True,True,17:47,3
published_beta_candidate,13,4153,2074,0,ayah,,True,True,17:48,0
published_beta_candidate,12,4154,2074,0,wasl,,True,True,17:48,0
published_beta_candidate,20,4155,2075,0,ayah,,True,True,17:49,0
published_beta_candidate,19,4156,2075,0,wasl,,True,True,17:49,0
published_beta_candidate,5,4157,2076,0,ayah,,True,True,17:50,0
published_beta_candidate,5,4158,2076,0,wasl,,True,True,17:50,0
published_beta_candidate,35,4159,2077,0,ayah,,True,True,17:51,2
published_beta_candidate,34,4160,2077,0,wasl,,True,True,17:51,2
published_beta_candidate,14,4161,2078,0,ayah,,True,True,17:52,1
published_beta_candidate,13,4162,2078,0,wasl,,True,True,17:52,1
published_beta_candidate,23,4163,2079,0,ayah,,True,True,17:53,1
published_beta_candidate,22,4164,2079,0,wasl,,True,True,17:53,1
published_beta_candidate,16,4165,2080,0,ayah,,True,True,17:54,0
published_beta_candidate,15,4166,2080,0,wasl,,True,True,17:54,0
published_beta_candidate,21,4167,2081,0,ayah,,True,True,17:55,0
published_beta_candidate,20,4168,2081,0,wasl,,True,True,17:55,0
published_beta_candidate,19,4169,2082,0,ayah,,True,True,17:56,1
published_beta_candidate,18,4170,2082,0,wasl,,True,True,17:56,1
published_beta_candidate,29,4171,2083,0,ayah,,True,True,17:57,2
published_beta_candidate,28,4172,2083,0,wasl,,True,True,17:57,2
published_beta_candidate,25,4173,2084,0,ayah,,True,True,17:58,1
published_beta_candidate,24,4174,2084,0,wasl,,True,True,17:58,1
published_beta_candidate,34,4175,2085,0,ayah,,True,True,17:59,2
published_beta_candidate,33,4176,2085,0,wasl,,True,True,17:59,2
published_beta_candidate,43,4177,2086,0,ayah,,True,True,17:60,3
published_beta_candidate,42,4178,2086,0,wasl,,True,True,17:60,3
published_beta_candidate,16,4179,2087,0,ayah,,True,True,17:61,1
published_beta_candidate,16,4180,2087,0,wasl,,True,True,17:61,1
published_beta_candidate,21,4181,2088,0,ayah,,True,True,17:62,4
published_beta_candidate,20,4182,2088,0,wasl,,True,True,17:62,4
published_beta_candidate,16,4183,2089,0,ayah,,True,True,17:63,0
published_beta_candidate,15,4184,2089,0,wasl,,True,True,17:63,0
published_beta_candidate,29,4185,2090,0,ayah,,True,True,17:64,1
published_beta_candidate,28,4186,2090,0,wasl,,True,True,17:64,1
published_beta_candidate,10,4187,2091,0,ayah,,True,True,17:65,0
published_beta_candidate,9,4188,2091,0,wasl,,True,True,17:65,0
published_beta_candidate,17,4189,2092,0,ayah,,True,True,17:66,1
published_beta_candidate,16,4190,2092,0,wasl,,True,True,17:66,1
published_beta_candidate,29,4191,2093,0,ayah,,True,True,17:67,2
published_beta_candidate,28,4192,2093,0,wasl,,True,True,17:67,2
published_beta_candidate,18,4193,2094,0,ayah,,True,True,17:68,0
published_beta_candidate,17,4194,2094,0,wasl,,True,True,17:68,0
published_beta_candidate,30,4195,2095,0,ayah,,True,True,17:69,1
published_beta_candidate,29,4196,2095,0,wasl,,True,True,17:69,1
published_beta_candidate,34,4197,2096,0,ayah,,True,True,17:70,0
published_beta_candidate,33,4198,2096,0,wasl,,True,True,17:70,0
published_beta_candidate,21,4199,2097,0,ayah,,True,True,17:71,0
published_beta_candidate,20,4200,2097,0,wasl,,True,True,17:71,0
published_beta_candidate,13,4201,2098,0,ayah,,True,True,17:72,1
published_beta_candidate,12,4202,2098,0,wasl,,True,True,17:72,1
published_beta_candidate,18,4203,2099,0,ayah,,True,True,17:73,2
published_beta_candidate,17,4204,2099,0,wasl,,True,True,17:73,2
published_beta_candidate,11,4205,2100,0,ayah,,True,True,17:74,1
published_beta_candidate,10,4206,2100,0,wasl,,True,True,17:74,1
published_beta_candidate,14,4207,2101,0,ayah,,True,True,17:75,0
published_beta_candidate,13,4208,2101,0,wasl,,True,True,17:75,0
published_beta_candidate,20,4209,2102,0,ayah,,True,True,17:76,1
published_beta_candidate,19,4210,2102,0,wasl,,True,True,17:76,1
published_beta_candidate,14,4211,2103,0,ayah,,True,True,17:77,0
published_beta_candidate,13,4212,2103,0,wasl,,True,True,17:77,0
published_beta_candidate,22,4213,2104,0,ayah,,True,True,17:78,2
published_beta_candidate,21,4214,2104,0,wasl,,True,True,17:78,2
published_beta_candidate,13,4215,2105,0,ayah,,True,True,17:79,1
published_beta_candidate,12,4216,2105,0,wasl,,True,True,17:79,1
published_beta_candidate,26,4217,2106,0,ayah,,True,True,17:80,0
published_beta_candidate,25,4218,2106,0,wasl,,True,True,17:80,0
published_beta_candidate,10,4219,2107,0,ayah,,True,True,17:81,0
published_beta_candidate,9,4220,2107,0,wasl,,True,True,17:81,0
published_beta_candidate,21,4221,2108,0,ayah,,True,True,17:82,1
published_beta_candidate,20,4222,2108,0,wasl,,True,True,17:82,1
published_beta_candidate,18,4223,2109,0,ayah,,True,True,17:83,0
published_beta_candidate,17,4224,2109,0,wasl,,True,True,17:83,0
published_beta_candidate,9,4225,2110,0,ayah,,True,True,17:84,0
published_beta_candidate,8,4226,2110,0,wasl,,True,True,17:84,0
published_beta_candidate,21,4227,2111,0,ayah,,True,True,17:85,1
published_beta_candidate,20,4228,2111,0,wasl,,True,True,17:85,1
published_beta_candidate,11,4229,2112,0,ayah,,True,True,17:86,2
published_beta_candidate,11,4230,2112,0,wasl,,True,True,17:86,2
published_beta_candidate,12,4231,2113,0,ayah,,True,True,17:87,1
published_beta_candidate,11,4232,2113,0,wasl,,True,True,17:87,1
published_beta_candidate,23,4233,2114,0,ayah,,True,True,17:88,0
published_beta_candidate,22,4234,2114,0,wasl,,True,True,17:88,0
published_beta_candidate,25,4235,2115,0,ayah,,True,True,17:89,2
published_beta_candidate,24,4236,2115,0,wasl,,True,True,17:89,2
published_beta_candidate,12,4237,2116,0,ayah,,True,True,17:90,0
published_beta_candidate,12,4238,2116,0,wasl,,True,True,17:90,0
published_beta_candidate,18,4239,2117,0,ayah,,True,True,17:91,0
published_beta_candidate,18,4240,2117,0,wasl,,True,True,17:91,0
published_beta_candidate,11,4241,2118,0,ayah,,True,True,17:92,0
published_beta_candidate,11,4242,2118,0,wasl,,True,True,17:92,0
published_beta_candidate,33,4243,2119,0,ayah,,True,True,17:93,1
published_beta_candidate,32,4244,2119,0,wasl,,True,True,17:93,1
published_beta_candidate,22,4245,2120,0,ayah,,True,True,17:94,1
published_beta_candidate,21,4246,2120,0,wasl,,True,True,17:94,1
published_beta_candidate,21,4247,2121,0,ayah,,True,True,17:95,0
published_beta_candidate,20,4248,2121,0,wasl,,True,True,17:95,0
published_beta_candidate,18,4249,2122,0,ayah,,True,True,17:96,0
published_beta_candidate,17,4250,2122,0,wasl,,True,True,17:96,0
published_beta_candidate,32,4251,2123,0,ayah,,True,True,17:97,0
published_beta_candidate,31,4252,2123,0,wasl,,True,True,17:97,0
published_beta_candidate,30,4253,2124,0,ayah,,True,True,17:98,0
published_beta_candidate,29,4254,2124,0,wasl,,True,True,17:98,0
published_beta_candidate,33,4255,2125,0,ayah,,True,True,17:99,2
published_beta_candidate,32,4256,2125,0,wasl,,True,True,17:99,2
published_beta_candidate,23,4257,2126,0,ayah,,True,True,17:100,0
published_beta_candidate,22,4258,2126,0,wasl,,True,True,17:100,0
published_beta_candidate,28,4259,2127,0,ayah,,True,True,17:101,0
published_beta_candidate,27,4260,2127,0,wasl,,True,True,17:101,0
published_beta_candidate,28,4261,2128,0,ayah,,True,True,17:102,1
published_beta_candidate,27,4262,2128,0,wasl,,True,True,17:102,1
published_beta_candidate,15,4263,2129,0,ayah,,True,True,17:103,0
