action,annotation_count,annotation_set_id,ayah_id,error_count,mode,protected_active_set_id,published,safe_to_persist,verse_key,warning_count
published_beta_candidate,19,158,78,0,wasl,,True,True,2:72,0
published_beta_candidate,16,159,79,0,ayah,,True,True,2:73,0
published_beta_candidate,16,160,79,0,wasl,,True,True,2:73,0
published_beta_candidate,48,161,80,0,ayah,,True,True,2:74,0
published_beta_candidate,48,162,80,0,wasl,,True,True,2:74,0
published_beta_candidate,26,163,81,0,ayah,,True,True,2:75,0
published_beta_candidate,26,164,81,0,wasl,,True,True,2:75,0
published_beta_candidate,35,165,82,0,ayah,,True,True,2:76,2
published_beta_candidate,35,166,82,0,wasl,,True,True,2:76,2
published_beta_candidate,10,167,83,0,ayah,,True,True,2:77,0
published_beta_candidate,10,168,83,0,wasl,,True,True,2:77,0
published_beta_candidate,18,169,84,0,ayah,,True,True,2:78,2
published_beta_candidate,18,170,84,0,wasl,,True,True,2:78,2
published_beta_candidate,35,171,85,0,ayah,,True,True,2:79,1
published_beta_candidate,35,172,85,0,wasl,,True,True,2:79,1
published_beta_candidate,30,173,86,0,ayah,,True,True,2:80,3
published_beta_candidate,30,174,86,0,wasl,,True,True,2:80,3
published_beta_candidate,19,175,87,0,ayah,,True,True,2:81,0
published_beta_candidate,19,176,87,0,wasl,,True,True,2:81,0
published_beta_candidate,19,177,88,0,ayah,,True,True,2:82,1
published_beta_candidate,19,178,88,0,wasl,,True,True,2:82,1
published_beta_candidate,60,179,89,0,ayah,,True,True,2:83,2
published_beta_candidate,60,180,89,0,wasl,,True,True,2:83,2
published_beta_candidate,28,181,90,0,ayah,,True,True,2:84,0
published_beta_candidate,28,182,90,0,wasl,,True,True,2:84,0
published_beta_candidate,84,183,91,0,ayah,,True,True,2:85,3
published_beta_candidate,84,184,91,0,wasl,,True,True,2:85,3
published_beta_candidate,22,185,92,0,ayah,,True,True,2:86,1
published_beta_candidate,22,186,92,0,wasl,,True,True,2:86,1
published_beta_candidate,45,187,93,0,ayah,,True,True,2:87,1
published_beta_candidate,45,188,93,0,wasl,,True,True,2:87,1
published_beta_candidate,16,189,94,0,ayah,,True,True,2:88,0
published_beta_candidate,16,190,94,0,wasl,,True,True,2:88,0
