ayah_id,surah_number,ayah_number,ayah_key,issue_type,severity,rule_code,word_index,word,reason,detail,raw_issue
20,2,14,2:14,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,4,قَالُوْٓا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""قَالُوْٓا"", ""word_index"": 4}"
20,2,14,2:14,unlocatable_rule,error,mad_asli,7,خَلَوْا,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""خَلَوْا"", ""word_index"": 7}"
20,2,14,2:14,unlocatable_rule,error,mad_asli,7,خَلَوْا,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""خَلَوْا"", ""word_index"": 7}"
20,2,14,2:14,suppressed_legacy_false_positive,warning,mad_lin,8,اِلٰى,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اِلٰى"", ""word_index"": 8}"
20,2,14,2:14,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,8,اِلٰى,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اِلٰى"", ""word_index"": 8}"
20,2,14,2:14,suppressed_legacy_false_positive,warning,mad_lin,10,قَالُوْٓا,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""قَالُوْٓا"", ""word_index"": 10}"
20,2,14,2:14,unlocatable_rule,error,mad_silah_qasirah,10,قَالُوْٓا,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""قَالُوْٓا"", ""word_index"": 10}"
20,2,14,2:14,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,12,مَعَكُمْ ۙاِنَّمَا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""مَعَكُمْ ۙاِنَّمَا"", ""word_index"": 12}"
20,2,14,2:14,unlocatable_rule,error,ghunnah,13,نَحْنُ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""نَحْنُ"", ""word_index"": 13}"
20,2,14,2:14,unlocatable_rule,error,mad_asli,13,نَحْنُ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""نَحْنُ"", ""word_index"": 13}"
20,2,14,2:14,invalid_word_index,error,,15,ۙاِنَّمَا,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""ۙاِنَّمَا"", ""word_index"": 15}"
20,2,14,2:14,invalid_word_index,error,,17,مُسْتَهْزِءُوْنَ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""مُسْتَهْزِءُوْنَ"", ""word_index"": 17}"
22,2,16,2:16,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,2,اشْتَرَوُا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اشْتَرَوُا"", ""word_index"": 2}"
22,2,16,2:16,unlocatable_rule,error,qalqalah_sugra,4,بِالْهُدٰىۖ,,,"{""rule_code"": ""qalqalah_sugra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""بِالْهُدٰىۖ"", ""word_index"": 4}"
23,2,17,2:17,suppressed_legacy_false_positive,warning,mad_lin,3,اسْتَوْقَدَ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اسْتَوْقَدَ"", ""word_index"": 3}"
23,2,17,2:17,unlocatable_rule,error,ghunnah,6,اَضَاۤءَتْ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اَضَاۤءَتْ"", ""word_index"": 6}"
23,2,17,2:17,unlocatable_rule,error,mad_asli,8,حَوْلَهٗ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""حَوْلَهٗ"", ""word_index"": 8}"
23,2,17,2:17,unlocatable_rule,error,ikhfa_haqiqi,9,ذَهَبَ,,,"{""rule_code"": ""ikhfa_haqiqi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""ذَهَبَ"", ""word_index"": 9}"
23,2,17,2:17,suppressed_legacy_false_positive,warning,mad_lin,9,ذَهَبَ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""ذَهَبَ"", ""word_index"": 9}"
23,2,17,2:17,suppressed_legacy_false_positive,warning,mad_silah_qasirah,10,اللّٰهُ,ha_in_lafzul_jalalah_is_not_ha_dhamir,,"{""reason"": ""ha_in_lafzul_jalalah_is_not_ha_dhamir"", ""rule_code"": ""mad_silah_qasirah"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اللّٰهُ"", ""word_index"": 10}"
23,2,17,2:17,unlocatable_rule,error,tafkhim_lam_jalalah,11,بِنُوْرِهِمْ,,,"{""rule_code"": ""tafkhim_lam_jalalah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""بِنُوْرِهِمْ"", ""word_index"": 11}"
23,2,17,2:17,unlocatable_rule,error,mad_lazim_mukhaffaf,12,وَتَرَكَهُمْ,,,"{""rule_code"": ""mad_lazim_mukhaffaf"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""وَتَرَكَهُمْ"", ""word_index"": 12}"
23,2,17,2:17,unlocatable_rule,error,izhar_syafawi,13,فِيْ,,,"{""rule_code"": ""izhar_syafawi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""فِيْ"", ""word_index"": 13}"
23,2,17,2:17,unlocatable_rule,error,mad_silah_qasirah,13,فِيْ,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""فِيْ"", ""word_index"": 13}"
23,2,17,2:17,unlocatable_rule,error,tafkhim_ra,13,فِيْ,,,"{""rule_code"": ""tafkhim_ra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""فِيْ"", ""word_index"": 13}"
23,2,17,2:17,unlocatable_rule,error,idgham_bilaghunnah,15,لَّا,,,"{""rule_code"": ""idgham_bilaghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""لَّا"", ""word_index"": 15}"
23,2,17,2:17,invalid_word_index,error,,17,يُبْصِرُوْنَ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""يُبْصِرُوْنَ"", ""word_index"": 17}"
24,2,18,2:18,audit_exception,error,,,,,TajwidAnnotationError: Render segment index 2 dimulai dengan combining mark.,"{""detail"": ""TajwidAnnotationError: Render segment index 2 dimulai dengan combining mark."", ""severity"": ""error"", ""type"": ""audit_exception""}"
25,2,19,2:19,suppressed_legacy_false_positive,warning,mad_lin,0,اَوْ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اَوْ"", ""word_index"": 0}"
25,2,19,2:19,suppressed_legacy_false_positive,warning,qalqalah_kubra,1,كَصَيِّبٍ,qalqalah_kubra_requires_final_waqf,,"{""reason"": ""qalqalah_kubra_requires_final_waqf"", ""rule_code"": ""qalqalah_kubra"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""كَصَيِّبٍ"", ""word_index"": 1}"
25,2,19,2:19,suppressed_legacy_false_positive,warning,qalqalah_kubra,6,وَّرَعْدٌ,qalqalah_kubra_requires_final_waqf,,"{""reason"": ""qalqalah_kubra_requires_final_waqf"", ""rule_code"": ""qalqalah_kubra"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""وَّرَعْدٌ"", ""word_index"": 6}"
25,2,19,2:19,suppressed_legacy_false_positive,warning,qalqalah_kubra,7,وَّبَرْقٌۚ,qalqalah_kubra_requires_final_waqf,,"{""reason"": ""qalqalah_kubra_requires_final_waqf"", ""rule_code"": ""qalqalah_kubra"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""وَّبَرْقٌۚ"", ""word_index"": 7}"
25,2,19,2:19,suppressed_legacy_false_positive,warning,mad_lin,15,الْمَوْتِۗ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""الْمَوْتِۗ"", ""word_index"": 15}"
25,2,19,2:19,suppressed_legacy_false_positive,warning,qalqalah_kubra,17,مُحِيْطٌۢ,qalqalah_kubra_requires_final_waqf,,"{""reason"": ""qalqalah_kubra_requires_final_waqf"", ""rule_code"": ""qalqalah_kubra"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""مُحِيْطٌۢ"", ""word_index"": 17}"
26,2,20,2:20,unlocatable_rule,error,mad_asli,6,لَهُمْ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""لَهُمْ"", ""word_index"": 6}"
26,2,20,2:20,unlocatable_rule,error,idgham_mimi,7,مَّشَوْا,,,"{""rule_code"": ""idgham_mimi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مَّشَوْا"", ""word_index"": 7}"
26,2,20,2:20,unlocatable_rule,error,mad_silah_qasirah,7,مَّشَوْا,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مَّشَوْا"", ""word_index"": 7}"
26,2,20,2:20,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,7,مَّشَوْا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""مَّشَوْا"", ""word_index"": 7}"
26,2,20,2:20,unlocatable_rule,error,ghunnah,8,فِيْهِ ۙ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""فِيْهِ ۙ"", ""word_index"": 8}"
26,2,20,2:20,suppressed_legacy_false_positive,warning,mad_lin,8,فِيْهِ ۙ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""فِيْهِ ۙ"", ""word_index"": 8}"
26,2,20,2:20,unlocatable_rule,error,mad_asli,11,عَلَيْهِمْ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""عَلَيْهِمْ"", ""word_index"": 11}"
26,2,20,2:20,unlocatable_rule,error,mad_asli,11,عَلَيْهِمْ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""عَلَيْهِمْ"", ""word_index"": 11}"
26,2,20,2:20,unlocatable_rule,error,izhar_syafawi,13,شَاۤءَ,,,"{""rule_code"": ""izhar_syafawi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""شَاۤءَ"", ""word_index"": 13}"
26,2,20,2:20,suppressed_legacy_false_positive,warning,mad_lin,13,شَاۤءَ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""شَاۤءَ"", ""word_index"": 13}"
26,2,20,2:20,suppressed_legacy_false_positive,warning,mad_lin,15,لَذَهَبَ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""لَذَهَبَ"", ""word_index"": 15}"
26,2,20,2:20,unlocatable_rule,error,mad_asli,16,بِسَمْعِهِمْ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""بِسَمْعِهِمْ"", ""word_index"": 16}"
26,2,20,2:20,unlocatable_rule,error,tarqiq_lam_jalalah,17,وَاَبْصَارِهِمْ ۗ,,,"{""rule_code"": ""tarqiq_lam_jalalah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""وَاَبْصَارِهِمْ ۗ"", ""word_index"": 17}"
26,2,20,2:20,unlocatable_rule,error,mad_silah_qasirah,18,اِنَّ,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اِنَّ"", ""word_index"": 18}"
26,2,20,2:20,unlocatable_rule,error,izhar_syafawi,19,اللّٰهَ,,,"{""rule_code"": ""izhar_syafawi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اللّٰهَ"", ""word_index"": 19}"
26,2,20,2:20,unlocatable_rule,error,izhar_syafawi,19,اللّٰهَ,,,"{""rule_code"": ""izhar_syafawi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اللّٰهَ"", ""word_index"": 19}"
26,2,20,2:20,suppressed_legacy_false_positive,warning,mad_silah_qasirah,19,اللّٰهَ,ha_in_lafzul_jalalah_is_not_ha_dhamir,,"{""reason"": ""ha_in_lafzul_jalalah_is_not_ha_dhamir"", ""rule_code"": ""mad_silah_qasirah"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""اللّٰهَ"", ""word_index"": 19}"
26,2,20,2:20,unlocatable_rule,error,qalqalah_sugra,20,عَلٰى,,,"{""rule_code"": ""qalqalah_sugra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""عَلٰى"", ""word_index"": 20}"
26,2,20,2:20,unlocatable_rule,error,mad_silah_qasirah,20,عَلٰى,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""عَلٰى"", ""word_index"": 20}"
26,2,20,2:20,unlocatable_rule,error,tarqiq_ra,20,عَلٰى,,,"{""rule_code"": ""tarqiq_ra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""عَلٰى"", ""word_index"": 20}"
26,2,20,2:20,unlocatable_rule,error,ghunnah,22,شَيْءٍ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""شَيْءٍ"", ""word_index"": 22}"
26,2,20,2:20,unlocatable_rule,error,tafkhim_lam_jalalah,23,قَدِيْرٌ,,,"{""rule_code"": ""tafkhim_lam_jalalah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""قَدِيْرٌ"", ""word_index"": 23}"
26,2,20,2:20,invalid_word_index,error,,26,شَيْءٍ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""شَيْءٍ"", ""word_index"": 26}"
26,2,20,2:20,invalid_word_index,error,,27,قَدِيْرٌ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""قَدِيْرٌ"", ""word_index"": 27}"
27,2,21,2:21,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,0,يٰٓاَيُّهَا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""يٰٓاَيُّهَا"", ""word_index"": 0}"
28,2,22,2:22,unlocatable_rule,error,mad_asli,7,مِنَ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مِنَ"", ""word_index"": 7}"
28,2,22,2:22,unlocatable_rule,error,alif_lam_syamsiah,9,مَاۤءً,,,"{""rule_code"": ""alif_lam_syamsiah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مَاۤءً"", ""word_index"": 9}"
28,2,22,2:22,unlocatable_rule,error,ikhfa_haqiqi,10,فَاَخْرَجَ,,,"{""rule_code"": ""ikhfa_haqiqi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""فَاَخْرَجَ"", ""word_index"": 10}"
28,2,22,2:22,unlocatable_rule,error,mad_asli,11,بِهٖ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""بِهٖ"", ""word_index"": 11}"
28,2,22,2:22,unlocatable_rule,error,tafkhim_ra,11,بِهٖ,,,"{""rule_code"": ""tafkhim_ra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""بِهٖ"", ""word_index"": 11}"
28,2,22,2:22,unlocatable_rule,error,alif_lam_syamsiah,14,رِزْقًا,,,"{""rule_code"": ""alif_lam_syamsiah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""رِزْقًا"", ""word_index"": 14}"
28,2,22,2:22,unlocatable_rule,error,idgham_bilaghunnah,15,لَّكُمْ ۚ,,,"{""rule_code"": ""idgham_bilaghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""لَّكُمْ ۚ"", ""word_index"": 15}"
28,2,22,2:22,unlocatable_rule,error,qalqalah_sugra,15,لَّكُمْ ۚ,,,"{""rule_code"": ""qalqalah_sugra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""لَّكُمْ ۚ"", ""word_index"": 15}"
28,2,22,2:22,unlocatable_rule,error,tarqiq_ra,15,لَّكُمْ ۚ,,,"{""rule_code"": ""tarqiq_ra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""لَّكُمْ ۚ"", ""word_index"": 15}"
28,2,22,2:22,unlocatable_rule,error,qalqalah_sugra,19,اَنْدَادًا,,,"{""rule_code"": ""qalqalah_sugra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اَنْدَادًا"", ""word_index"": 19}"
28,2,22,2:22,unlocatable_rule,error,qalqalah_sugra,21,تَعْلَمُوْنَ,,,"{""rule_code"": ""qalqalah_sugra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""تَعْلَمُوْنَ"", ""word_index"": 21}"
28,2,22,2:22,invalid_word_index,error,,22,وَّاَنْتُمْ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""وَّاَنْتُمْ"", ""word_index"": 22}"
28,2,22,2:22,invalid_word_index,error,,23,تَعْلَمُوْنَ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""تَعْلَمُوْنَ"", ""word_index"": 23}"
29,2,23,2:23,suppressed_legacy_false_positive,warning,qalqalah_kubra,3,رَيْبٍ,qalqalah_kubra_requires_final_waqf,,"{""reason"": ""qalqalah_kubra_requires_final_waqf"", ""rule_code"": ""qalqalah_kubra"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""رَيْبٍ"", ""word_index"": 3}"
29,2,23,2:23,suppressed_legacy_false_positive,warning,mad_lin,3,رَيْبٍ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""رَيْبٍ"", ""word_index"": 3}"
29,2,23,2:23,unlocatable_rule,error,qalqalah_sugra,13,شُهَدَاۤءَكُمْ,,,"{""rule_code"": ""qalqalah_sugra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""شُهَدَاۤءَكُمْ"", ""word_index"": 13}"
29,2,23,2:23,unlocatable_rule,error,idgham_mimi,14,مِّنْ,,,"{""rule_code"": ""idgham_mimi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مِّنْ"", ""word_index"": 14}"
29,2,23,2:23,unlocatable_rule,error,mad_silah_qasirah,14,مِّنْ,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مِّنْ"", ""word_index"": 14}"
29,2,23,2:23,unlocatable_rule,error,ghunnah,15,دُوْنِ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""دُوْنِ"", ""word_index"": 15}"
29,2,23,2:23,unlocatable_rule,error,tarqiq_lam_jalalah,17,اِنْ,,,"{""rule_code"": ""tarqiq_lam_jalalah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اِنْ"", ""word_index"": 17}"
29,2,23,2:23,unlocatable_rule,error,izhar_syafawi,19,صٰدِقِيْنَ,,,"{""rule_code"": ""izhar_syafawi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""صٰدِقِيْنَ"", ""word_index"": 19}"
29,2,23,2:23,invalid_word_index,error,,20,صٰدِقِيْنَ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""صٰدِقِيْنَ"", ""word_index"": 20}"
30,2,24,2:24,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,5,فَاتَّقُوا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""فَاتَّقُوا"", ""word_index"": 5}"
30,2,24,2:24,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,8,وَقُوْدُهَا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""وَقُوْدُهَا"", ""word_index"": 8}"
30,2,24,2:24,invalid_word_index,error,,13,لِلْكٰفِرِيْنَ,,,"{""severity"": ""error"", ""type"": ""invalid_word_index"", ""word"": ""لِلْكٰفِرِيْنَ"", ""word_index"": 13}"
31,2,25,2:25,audit_exception,error,,,,,TajwidAnnotationError: Render segment index 29 dimulai dengan combining mark.,"{""detail"": ""TajwidAnnotationError: Render segment index 29 dimulai dengan combining mark."", ""severity"": ""error"", ""type"": ""audit_exception""}"
32,2,26,2:26,suppressed_legacy_false_positive,warning,mad_lin,11,فَوْقَهَا ۗ,waqf_rule_requires_final_word,,"{""reason"": ""waqf_rule_requires_final_word"", ""rule_code"": ""mad_lin"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""فَوْقَهَا ۗ"", ""word_index"": 11}"
32,2,26,2:26,unlocatable_rule,error,ghunnah,13,الَّذِيْنَ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""الَّذِيْنَ"", ""word_index"": 13}"
32,2,26,2:26,unlocatable_rule,error,alif_lam_syamsiah,14,اٰمَنُوْا,,,"{""rule_code"": ""alif_lam_syamsiah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اٰمَنُوْا"", ""word_index"": 14}"
32,2,26,2:26,unlocatable_rule,error,mad_lazim_mukhaffaf,16,اَنَّهُ,,,"{""rule_code"": ""mad_lazim_mukhaffaf"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""اَنَّهُ"", ""word_index"": 16}"
32,2,26,2:26,unlocatable_rule,error,ghunnah,17,الْحَقُّ,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""الْحَقُّ"", ""word_index"": 17}"
32,2,26,2:26,unlocatable_rule,error,mad_silah_qasirah,17,الْحَقُّ,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""الْحَقُّ"", ""word_index"": 17}"
32,2,26,2:26,unlocatable_rule,error,alif_lam_qamariah,18,مِنْ,,,"{""rule_code"": ""alif_lam_qamariah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مِنْ"", ""word_index"": 18}"
32,2,26,2:26,unlocatable_rule,error,idgham_bilaghunnah,19,رَّبِّهِمْ ۚ,,,"{""rule_code"": ""idgham_bilaghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""رَّبِّهِمْ ۚ"", ""word_index"": 19}"
32,2,26,2:26,unlocatable_rule,error,mad_silah_qasirah,20,وَاَمَّا,,,"{""rule_code"": ""mad_silah_qasirah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""وَاَمَّا"", ""word_index"": 20}"
32,2,26,2:26,unlocatable_rule,error,ghunnah,22,كَفَرُوْا,,,"{""rule_code"": ""ghunnah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""كَفَرُوْا"", ""word_index"": 22}"
32,2,26,2:26,suppressed_legacy_false_positive,warning,idgham_mutamatsilain,22,كَفَرُوْا,mad_letter_cannot_be_idgham_trigger,,"{""reason"": ""mad_letter_cannot_be_idgham_trigger"", ""rule_code"": ""idgham_mutamatsilain"", ""severity"": ""warning"", ""type"": ""suppressed_legacy_false_positive"", ""word"": ""كَفَرُوْا"", ""word_index"": 22}"
32,2,26,2:26,unlocatable_rule,error,alif_lam_syamsiah,23,فَيَقُوْلُوْنَ,,,"{""rule_code"": ""alif_lam_syamsiah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""فَيَقُوْلُوْنَ"", ""word_index"": 23}"
32,2,26,2:26,unlocatable_rule,error,tafkhim_ra,24,مَاذَآ,,,"{""rule_code"": ""tafkhim_ra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مَاذَآ"", ""word_index"": 24}"
32,2,26,2:26,unlocatable_rule,error,tafkhim_ra,27,بِهٰذَا,,,"{""rule_code"": ""tafkhim_ra"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""بِهٰذَا"", ""word_index"": 27}"
32,2,26,2:26,unlocatable_rule,error,tafkhim_lam_jalalah,28,مَثَلًا ۘ,,,"{""rule_code"": ""tafkhim_lam_jalalah"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""مَثَلًا ۘ"", ""word_index"": 28}"
32,2,26,2:26,unlocatable_rule,error,mad_asli,29,يُضِلُّ,,,"{""rule_code"": ""mad_asli"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""يُضِلُّ"", ""word_index"": 29}"
32,2,26,2:26,unlocatable_rule,error,ikhfa_haqiqi,36,يُضِلُّ,,,"{""rule_code"": ""ikhfa_haqiqi"", ""severity"": ""error"", ""type"": ""unlocatable_rule"", ""word"": ""يُضِلُّ"", ""word_index"": 36}"
