ayah_id,surah_number,ayah_number,annotation_count,provisional_count,emitted_rule_codes,issue_count,exception
1,1,1,3,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
2,1,2,3,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
3,1,3,2,0,alif_lam_shamsiyyah,0,
4,1,4,1,0,alif_lam_shamsiyyah,0,
5,1,5,0,0,,0,
6,1,6,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
7,1,7,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
6209,2,1,1,1,alif_lam_qamariyyah,1,
8,2,2,2,0,alif_lam_qamariyyah,0,
9,2,3,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
10,2,4,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
11,2,5,1,0,alif_lam_qamariyyah,0,
12,2,6,1,1,alif_lam_shamsiyyah,1,
13,2,7,1,0,lam_jalalah_tafkhim,0,
14,2,8,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
15,2,9,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
16,2,10,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
17,2,11,1,0,alif_lam_qamariyyah,0,
18,2,12,2,1,alif_lam_qamariyyah,1,
19,2,13,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
20,2,14,2,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
21,2,15,1,0,lam_jalalah_tafkhim,0,
22,2,16,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
23,2,17,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
24,2,18,0,0,,0,
25,2,19,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
26,2,20,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
27,2,21,3,2,alif_lam_shamsiyyah,2,
28,2,22,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
29,2,23,1,0,lam_jalalah_tarqiq,0,
30,2,24,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
31,2,25,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
32,2,26,7,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
33,2,27,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
34,2,28,2,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
35,2,29,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
36,2,30,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
37,2,31,2,0,alif_lam_qamariyyah,0,
38,2,32,3,1,alif_lam_qamariyyah,1,
39,2,33,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
40,2,34,3,1,alif_lam_qamariyyah,1,
41,2,35,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
42,2,36,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
43,2,37,2,0,alif_lam_shamsiyyah,0,
44,2,38,0,0,,0,
45,2,39,2,1,alif_lam_shamsiyyah,1,
46,2,40,1,1,alif_lam_shamsiyyah,1,
47,2,41,0,0,,0,
48,2,42,3,0,alif_lam_qamariyyah,0,
49,2,43,3,0,alif_lam_shamsiyyah,0,
50,2,44,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
51,2,45,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
52,2,46,2,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
53,2,47,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
54,2,48,0,0,,0,
55,2,49,1,0,alif_lam_qamariyyah,0,
56,2,50,1,0,alif_lam_qamariyyah,0,
57,2,51,1,0,alif_lam_qamariyyah,0,
58,2,52,0,0,,0,
59,2,53,2,0,alif_lam_qamariyyah,0,
60,2,54,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
61,2,55,1,0,alif_lam_shamsiyyah,1,
62,2,56,0,0,,0,
63,2,57,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
64,2,58,3,0,alif_lam_qamariyyah,0,
65,2,59,4,3,alif_lam_shamsiyyah,3,
66,2,60,3,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
67,2,61,9,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
68,2,62,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
69,2,63,1,0,alif_lam_shamsiyyah,0,
70,2,64,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
71,2,65,2,1,alif_lam_shamsiyyah,1,
72,2,66,1,0,alif_lam_qamariyyah,0,
73,2,67,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
74,2,68,0,0,,0,
75,2,69,1,0,alif_lam_shamsiyyah,0,
76,2,70,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
77,2,71,3,0,alif_lam_qamariyyah,0,
78,2,72,1,0,lam_jalalah_tafkhim,0,
79,2,73,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
80,2,74,6,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
81,2,75,1,0,lam_jalalah_tafkhim,0,
82,2,76,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
83,2,77,1,0,lam_jalalah_tafkhim,0,
84,2,78,3,2,alif_lam_qamariyyah,2,
85,2,79,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
86,2,80,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
87,2,81,1,0,alif_lam_shamsiyyah,0,
88,2,82,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
89,2,83,10,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
90,2,84,0,0,,0,
91,2,85,10,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
92,2,86,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
93,2,87,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
94,2,88,1,0,lam_jalalah_tafkhim,0,
95,2,89,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
96,2,90,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
97,2,91,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
98,2,92,2,0,alif_lam_qamariyyah,0,
99,2,93,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
100,2,94,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
101,2,95,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
102,2,96,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
103,2,97,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
104,2,98,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
105,2,99,3,2,alif_lam_qamariyyah,2,
106,2,100,0,0,,0,
107,2,101,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
108,2,102,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
109,2,103,1,0,lam_jalalah_tarqiq,0,
110,2,104,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
111,2,105,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
112,2,106,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
113,2,107,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
114,2,108,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
115,2,109,4,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
116,2,110,4,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
117,2,111,2,1,alif_lam_qamariyyah,1,
118,2,112,1,0,lam_jalalah_tarqiq,0,
119,2,113,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
120,2,114,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
121,2,115,5,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
122,2,116,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
123,2,117,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
124,2,118,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
125,2,119,2,0,alif_lam_qamariyyah,0,
126,2,120,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
127,2,121,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
128,2,122,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
129,2,123,0,0,,0,
130,2,124,2,0,alif_lam_shamsiyyah,0,
131,2,125,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
132,2,126,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
133,2,127,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
134,2,128,2,0,alif_lam_shamsiyyah,0,
135,2,129,4,0,alif_lam_qamariyyah,0,
136,2,130,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
137,2,131,1,0,alif_lam_qamariyyah,0,
138,2,132,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
139,2,133,4,3,alif_lam_qamariyyah,3,
140,2,134,0,0,,0,
141,2,135,1,0,alif_lam_qamariyyah,0,
142,2,136,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
143,2,137,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
144,2,138,2,0,lam_jalalah_tafkhim,0,
145,2,139,1,0,lam_jalalah_tarqiq,0,
146,2,140,4,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
147,2,141,0,0,,0,
148,2,142,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
149,2,143,11,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,5,
150,2,144,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
151,2,145,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
152,2,146,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
153,2,147,2,0,alif_lam_qamariyyah,0,
154,2,148,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
155,2,149,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
156,2,150,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
157,2,151,2,0,alif_lam_qamariyyah,0,
158,2,152,0,0,,0,
159,2,153,5,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
160,2,154,1,0,lam_jalalah_tarqiq,0,
161,2,155,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
162,2,156,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
163,2,157,1,0,alif_lam_qamariyyah,0,
164,2,158,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
165,2,159,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
166,2,160,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
167,2,161,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
168,2,162,1,0,alif_lam_qamariyyah,0,
169,2,163,5,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
170,2,164,16,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
171,2,165,11,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
172,2,166,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
173,2,167,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
174,2,168,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
175,2,169,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
176,2,170,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
177,2,171,3,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
178,2,172,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
179,2,173,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
180,2,174,8,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
181,2,175,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
182,2,176,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
183,2,177,26,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
184,2,178,12,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
185,2,179,2,0,alif_lam_qamariyyah,0,
186,2,180,6,0,alif_lam_qamariyyah,0,
187,2,181,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
188,2,182,1,0,lam_jalalah_tafkhim,0,
189,2,183,3,2,alif_lam_shamsiyyah,2,
190,2,184,1,1,alif_lam_shamsiyyah,1,
191,2,185,10,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
192,2,186,1,0,alif_lam_shamsiyyah,0,
193,2,187,17,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
194,2,188,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
195,2,189,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
196,2,190,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
197,2,191,5,0,alif_lam_qamariyyah,0,
198,2,192,1,0,lam_jalalah_tafkhim,0,
199,2,193,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
200,2,194,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
201,2,195,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
202,2,196,14,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
203,2,197,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
204,2,198,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
205,2,199,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
206,2,200,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
207,2,201,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
208,2,202,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
209,2,203,1,1,alif_lam_qamariyyah,3,
210,2,204,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
211,2,205,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
212,2,206,4,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
213,2,207,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
214,2,208,3,1,alif_lam_shamsiyyah,1,
215,2,209,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
216,2,210,7,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,3,
217,2,211,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
218,2,212,7,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
219,2,213,13,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,5,
220,2,214,9,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
221,2,215,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
222,2,216,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
223,2,217,11,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
224,2,218,5,2,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
225,2,219,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
226,2,220,8,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
227,2,221,9,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
228,2,222,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
229,2,223,1,0,alif_lam_qamariyyah,1,
230,2,224,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
231,2,225,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
232,2,226,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
233,2,227,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
234,2,228,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
235,2,229,9,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
236,2,230,2,0,lam_jalalah_tafkhim,0,
237,2,231,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
238,2,232,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
239,2,233,9,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
240,2,234,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
241,2,235,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
242,2,236,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
243,2,237,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
244,2,238,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
245,2,239,0,0,,1,
246,2,240,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
247,2,241,3,0,alif_lam_qamariyyah,0,
248,2,242,1,0,lam_jalalah_tafkhim,0,
249,2,243,9,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
250,2,244,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
251,2,245,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
252,2,246,12,5,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,5,
253,2,247,9,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
254,2,248,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
255,2,249,10,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,5,
256,2,250,2,0,alif_lam_qamariyyah,0,
257,2,251,9,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
258,2,252,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
259,2,253,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
260,2,254,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
261,2,255,14,5,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,5,
262,2,256,8,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
263,2,257,11,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
264,2,258,14,5,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,5,
265,2,259,9,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,4,
266,2,260,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
267,2,261,4,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
268,2,262,2,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
269,2,263,1,0,lam_jalalah_tafkhim,0,
270,2,264,11,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
271,2,265,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
272,2,266,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
273,2,267,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
274,2,268,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
275,2,269,4,1,alif_lam_qamariyyah,1,
276,2,270,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
277,2,271,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
278,2,272,4,2,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
279,2,273,9,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
280,2,274,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
281,2,275,13,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,5,
282,2,276,4,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
283,2,277,4,1,alif_lam_shamsiyyah,1,
284,2,278,2,1,alif_lam_shamsiyyah,2,
285,2,279,1,0,lam_jalalah_tafkhim,0,
286,2,280,1,1,alif_lam_qamariyyah,1,
287,2,281,1,1,alif_lam_qamariyyah,2,
288,2,282,21,8,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,9,
289,2,283,4,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
290,2,284,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
291,2,285,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
292,2,286,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
6210,3,1,1,1,alif_lam_qamariyyah,1,
293,3,2,5,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
294,3,3,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
295,3,4,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
296,3,5,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
297,3,6,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
298,3,7,11,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
299,3,8,1,0,alif_lam_qamariyyah,0,
300,3,9,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
301,3,10,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
302,3,11,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
303,3,12,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
304,3,13,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
305,3,14,16,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
306,3,15,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
307,3,16,2,1,alif_lam_shamsiyyah,1,
308,3,17,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
309,3,18,10,4,alif_lam_qamariyyah|lam_jalalah_tafkhim,4,
310,3,19,10,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
311,3,20,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
312,3,21,7,3,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,3,
313,3,22,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
314,3,23,6,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,4,
315,3,24,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
316,3,25,0,0,,0,
317,3,26,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
318,3,27,8,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
319,3,28,8,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,3,
320,3,29,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
321,3,30,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
322,3,31,3,0,lam_jalalah_tafkhim,0,
323,3,32,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
324,3,33,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
325,3,34,1,0,lam_jalalah_tafkhim,0,
326,3,35,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
327,3,36,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
328,3,37,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
329,3,38,1,0,alif_lam_shamsiyyah,0,
330,3,39,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
331,3,40,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
332,3,41,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
333,3,42,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
