ayah_id,surah_number,ayah_number,annotation_count,provisional_count,emitted_rule_codes,issue_count,exception
3082,26,156,0,0,,0,
3083,26,157,0,0,,0,
3084,26,158,1,0,alif_lam_qamariyyah,0,
3085,26,159,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3086,26,160,1,0,alif_lam_qamariyyah,0,
3087,26,161,1,1,alif_lam_qamariyyah,1,
3088,26,162,0,0,,0,
3089,26,163,0,0,,1,
3090,26,164,2,1,alif_lam_qamariyyah,1,
3091,26,165,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3092,26,166,0,0,,0,
3093,26,167,1,0,alif_lam_qamariyyah,0,
3094,26,168,1,0,alif_lam_qamariyyah,0,
3095,26,169,0,0,,0,
3096,26,170,0,0,,0,
3097,26,171,2,1,alif_lam_qamariyyah,1,
3098,26,172,1,0,alif_lam_qamariyyah,0,
3099,26,173,1,0,alif_lam_qamariyyah,0,
3100,26,174,0,0,,0,
3101,26,175,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3102,26,176,1,0,alif_lam_qamariyyah,0,
3103,26,177,1,1,alif_lam_qamariyyah,1,
3104,26,178,0,0,,0,
3105,26,179,0,0,,1,
3106,26,180,2,1,alif_lam_qamariyyah,1,
3107,26,181,2,0,alif_lam_qamariyyah,0,
3108,26,182,2,0,alif_lam_qamariyyah,0,
3109,26,183,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3110,26,184,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3111,26,185,1,0,alif_lam_qamariyyah,0,
3112,26,186,2,1,alif_lam_qamariyyah,1,
3113,26,187,2,0,alif_lam_shamsiyyah,0,
3114,26,188,0,0,,0,
3115,26,189,1,0,alif_lam_shamsiyyah,0,
3116,26,190,0,0,,0,
3117,26,191,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3118,26,192,1,0,alif_lam_qamariyyah,0,
3119,26,193,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3120,26,194,1,0,alif_lam_qamariyyah,0,
3121,26,195,0,0,,0,
3122,26,196,1,0,alif_lam_qamariyyah,0,
3123,26,197,0,0,,0,
3124,26,198,1,0,alif_lam_qamariyyah,0,
3125,26,199,0,0,,0,
3126,26,200,1,0,alif_lam_qamariyyah,0,
3127,26,201,2,0,alif_lam_qamariyyah,0,
3128,26,202,0,0,,0,
3129,26,203,0,0,,0,
3130,26,204,0,0,,0,
3131,26,205,0,0,,0,
3132,26,206,0,0,,0,
3133,26,207,0,0,,0,
3134,26,208,1,1,alif_lam_qamariyyah,1,
3135,26,209,0,0,,0,
3136,26,210,1,0,alif_lam_shamsiyyah,0,
3137,26,211,0,0,,0,
3138,26,212,1,0,alif_lam_shamsiyyah,0,
3139,26,213,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
3140,26,214,1,0,alif_lam_qamariyyah,0,
3141,26,215,1,0,alif_lam_qamariyyah,0,
3142,26,216,0,0,,0,
3143,26,217,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3144,26,218,1,1,alif_lam_shamsiyyah,1,
3145,26,219,1,0,alif_lam_shamsiyyah,0,
3146,26,220,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3147,26,221,1,0,alif_lam_shamsiyyah,0,
3148,26,222,0,0,,0,
3149,26,223,1,0,alif_lam_shamsiyyah,0,
3150,26,224,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3151,26,225,1,1,alif_lam_qamariyyah,1,
3152,26,226,0,0,,0,
3153,26,227,4,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,4,
3154,27,1,1,0,alif_lam_qamariyyah,0,
3155,27,2,1,0,alif_lam_qamariyyah,0,
3156,27,3,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3157,27,4,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3158,27,5,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3159,27,6,1,0,alif_lam_qamariyyah,0,
3160,27,7,0,0,,0,
3161,27,8,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3162,27,9,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3163,27,10,2,0,alif_lam_qamariyyah,0,
3164,27,11,1,1,alif_lam_qamariyyah,1,
3165,27,12,1,1,alif_lam_qamariyyah,1,
3166,27,13,0,0,,0,
3167,27,14,1,0,alif_lam_qamariyyah,0,
3168,27,15,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
3169,27,16,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3170,27,17,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3171,27,18,2,0,alif_lam_shamsiyyah,0,
3172,27,19,3,2,alif_lam_shamsiyyah,2,
3173,27,20,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3174,27,21,0,0,,0,
3175,27,22,0,0,,0,
3176,27,23,0,0,,0,
3177,27,24,4,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3178,27,25,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
3179,27,26,5,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
3180,27,27,1,0,alif_lam_qamariyyah,0,
3181,27,28,2,1,alif_lam_qamariyyah,1,
3182,27,29,3,1,alif_lam_qamariyyah,1,
3183,27,30,3,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3184,27,31,1,1,alif_lam_qamariyyah,1,
3185,27,32,1,0,alif_lam_qamariyyah,0,
3186,27,33,2,1,alif_lam_qamariyyah,1,
3187,27,34,1,0,alif_lam_qamariyyah,0,
3188,27,35,2,1,alif_lam_qamariyyah,1,
3189,27,36,1,0,lam_jalalah_tarqiq,0,
3190,27,37,1,1,alif_lam_qamariyyah,1,
3191,27,38,1,0,alif_lam_qamariyyah,0,
3192,27,39,1,0,alif_lam_qamariyyah,0,
3193,27,40,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3194,27,41,1,1,alif_lam_shamsiyyah,1,
3195,27,42,1,0,alif_lam_qamariyyah,0,
3196,27,43,1,0,lam_jalalah_tarqiq,0,
3197,27,44,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3198,27,45,1,1,alif_lam_qamariyyah,2,
3199,27,46,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3200,27,47,1,0,lam_jalalah_tafkhim,0,
3201,27,48,2,0,alif_lam_qamariyyah,0,
3202,27,49,1,0,lam_jalalah_tarqiq,0,
3203,27,50,0,0,,0,
3204,27,51,0,0,,0,
3205,27,52,0,0,,0,
3206,27,53,1,1,alif_lam_shamsiyyah,1,
3207,27,54,1,0,alif_lam_qamariyyah,0,
3208,27,55,2,0,alif_lam_shamsiyyah,0,
3209,27,56,1,1,alif_lam_qamariyyah,1,
3210,27,57,2,1,alif_lam_qamariyyah,1,
3211,27,58,1,0,alif_lam_qamariyyah,0,
3212,27,59,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
3213,27,60,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3214,27,61,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3215,27,62,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3216,27,63,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3217,27,64,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3218,27,65,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3219,27,66,1,0,alif_lam_qamariyyah,0,
3220,27,67,1,1,alif_lam_shamsiyyah,1,
3221,27,68,2,1,alif_lam_qamariyyah,1,
3222,27,69,2,0,alif_lam_qamariyyah,0,
3223,27,70,0,0,,0,
3224,27,71,1,0,alif_lam_qamariyyah,0,
3225,27,72,1,1,alif_lam_shamsiyyah,1,
3226,27,73,1,0,alif_lam_shamsiyyah,0,
3227,27,74,0,0,,0,
3228,27,75,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3229,27,76,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3230,27,77,1,0,alif_lam_qamariyyah,0,
3231,27,78,2,0,alif_lam_qamariyyah,0,
3232,27,79,2,0,alif_lam_qamariyyah,1,
3233,27,80,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3234,27,81,2,1,alif_lam_qamariyyah,1,
3235,27,82,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3236,27,83,0,0,,0,
3237,27,84,0,0,,0,
3238,27,85,1,0,alif_lam_qamariyyah,0,
3239,27,86,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3240,27,87,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3241,27,88,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3242,27,89,1,0,alif_lam_qamariyyah,0,
3243,27,90,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3244,27,91,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3245,27,92,2,0,alif_lam_qamariyyah,0,
3246,27,93,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
6215,28,1,0,0,,0,
3247,28,2,2,0,alif_lam_qamariyyah,0,
3248,28,3,1,0,alif_lam_qamariyyah,0,
3249,28,4,2,0,alif_lam_qamariyyah,0,
3250,28,5,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3251,28,6,1,0,alif_lam_qamariyyah,0,
3252,28,7,5,2,alif_lam_qamariyyah,2,
3253,28,8,1,1,alif_lam_shamsiyyah,1,
3254,28,9,0,0,,0,
3255,28,10,1,0,alif_lam_qamariyyah,0,
3256,28,11,0,0,,0,
3257,28,12,1,0,alif_lam_qamariyyah,0,
3258,28,13,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
3259,28,14,1,0,alif_lam_qamariyyah,0,
3260,28,15,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3261,28,16,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3262,28,17,1,0,alif_lam_qamariyyah,0,
3263,28,18,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3264,28,19,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3265,28,20,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3266,28,21,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3267,28,22,1,0,alif_lam_shamsiyyah,0,
3268,28,23,2,0,alif_lam_shamsiyyah,0,
3269,28,24,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3270,28,25,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3271,28,26,2,0,alif_lam_qamariyyah,0,
3272,28,27,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3273,28,28,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3274,28,29,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3275,28,30,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3276,28,31,2,0,alif_lam_qamariyyah,0,
3277,28,32,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3278,28,33,0,0,,0,
3279,28,34,0,0,,0,
3280,28,35,2,1,alif_lam_qamariyyah,1,
3281,28,36,2,1,alif_lam_qamariyyah,1,
3282,28,37,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3283,28,38,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
3284,28,39,3,1,alif_lam_qamariyyah,1,
3285,28,40,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3286,28,41,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3287,28,42,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3288,28,43,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3289,28,44,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3290,28,45,1,0,alif_lam_qamariyyah,0,
3291,28,46,1,0,alif_lam_shamsiyyah,0,
3292,28,47,2,1,alif_lam_qamariyyah,1,
3293,28,48,1,0,alif_lam_qamariyyah,0,
3294,28,49,1,0,lam_jalalah_tarqiq,0,
3295,28,50,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3296,28,51,1,0,alif_lam_qamariyyah,0,
3297,28,52,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3298,28,53,1,0,alif_lam_qamariyyah,0,
3299,28,54,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3300,28,55,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3301,28,56,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3302,28,57,2,1,alif_lam_qamariyyah,1,
3303,28,58,2,1,alif_lam_qamariyyah,1,
3304,28,59,3,1,alif_lam_qamariyyah,1,
3305,28,60,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3306,28,61,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3307,28,62,1,1,alif_lam_shamsiyyah,1,
3308,28,63,4,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
3309,28,64,1,0,alif_lam_qamariyyah,0,
3310,28,65,1,0,alif_lam_qamariyyah,0,
3311,28,66,1,0,alif_lam_qamariyyah,0,
3312,28,67,1,0,alif_lam_qamariyyah,0,
3313,28,68,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3314,28,69,0,0,,0,
3315,28,70,8,3,alif_lam_qamariyyah|lam_jalalah_tafkhim,3,
3316,28,71,6,3,alif_lam_qamariyyah|lam_jalalah_tafkhim,3,
3317,28,72,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
3318,28,73,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3319,28,74,1,1,alif_lam_shamsiyyah,1,
3320,28,75,2,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
3321,28,76,5,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3322,28,77,10,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3323,28,78,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3324,28,79,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3325,28,80,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
3326,28,81,3,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
3327,28,82,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3328,28,83,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3329,28,84,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3330,28,85,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3331,28,86,4,2,alif_lam_qamariyyah,2,
3332,28,87,4,2,alif_lam_qamariyyah|lam_jalalah_tarqiq,2,
3333,28,88,7,5,alif_lam_qamariyyah|lam_jalalah_tafkhim,5,
6216,29,1,1,1,alif_lam_qamariyyah,1,
3334,29,2,1,0,alif_lam_shamsiyyah,0,
3335,29,3,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
3336,29,4,2,1,alif_lam_shamsiyyah,1,
3337,29,5,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3338,29,6,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3339,29,7,3,2,alif_lam_shamsiyyah,2,
3340,29,8,2,1,alif_lam_qamariyyah,1,
3341,29,9,3,1,alif_lam_shamsiyyah,1,
3342,29,10,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
3343,29,11,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3344,29,12,2,2,alif_lam_shamsiyyah,2,
3345,29,13,1,0,alif_lam_qamariyyah,0,
3346,29,14,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3347,29,15,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3348,29,16,0,0,,1,
3349,29,17,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
3350,29,18,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3351,29,19,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
3352,29,20,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3353,29,21,1,1,alif_lam_qamariyyah,1,
3354,29,22,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3355,29,23,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
3356,29,24,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3357,29,25,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3358,29,26,3,1,alif_lam_qamariyyah,1,
3359,29,27,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3360,29,28,2,0,alif_lam_qamariyyah,0,
3361,29,29,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
3362,29,30,2,0,alif_lam_qamariyyah,0,
3363,29,31,2,0,alif_lam_qamariyyah,0,
3364,29,32,2,1,alif_lam_qamariyyah,1,
3365,29,33,2,1,alif_lam_qamariyyah,1,
3366,29,34,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3367,29,35,0,0,,0,
3368,29,36,4,1,alif_lam_qamariyyah,2,
3369,29,37,1,0,alif_lam_shamsiyyah,0,
3370,29,38,2,0,alif_lam_shamsiyyah,0,
3371,29,39,2,0,alif_lam_qamariyyah,0,
3372,29,40,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3373,29,41,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
3374,29,42,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3375,29,43,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3376,29,44,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3377,29,45,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3378,29,46,10,9,alif_lam_qamariyyah|alif_lam_shamsiyyah,9,
3379,29,47,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
3380,29,48,1,0,alif_lam_qamariyyah,0,
3381,29,49,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3382,29,50,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3383,29,51,1,0,alif_lam_qamariyyah,0,
3384,29,52,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
3385,29,53,2,0,alif_lam_qamariyyah,0,
3386,29,54,2,0,alif_lam_qamariyyah,0,
3387,29,55,1,0,alif_lam_qamariyyah,0,
3388,29,56,1,1,alif_lam_shamsiyyah,1,
3389,29,57,2,1,alif_lam_qamariyyah,1,
3390,29,58,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3391,29,59,1,1,alif_lam_shamsiyyah,1,
3392,29,60,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3393,29,61,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3394,29,62,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3395,29,63,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
3396,29,64,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3397,29,65,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3398,29,66,0,0,,0,
3399,29,67,2,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3400,29,68,3,1,alif_lam_qamariyyah,2,
3401,29,69,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
6217,30,1,1,1,alif_lam_qamariyyah,1,
3402,30,2,1,0,alif_lam_shamsiyyah,0,
3403,30,3,1,0,alif_lam_qamariyyah,0,
3404,30,4,3,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
3405,30,5,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3406,30,6,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3407,30,7,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3408,30,8,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3409,30,9,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3410,30,10,3,1,alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
3411,30,11,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
3412,30,12,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3413,30,13,0,0,,0,
3414,30,14,1,0,alif_lam_shamsiyyah,0,
3415,30,15,2,1,alif_lam_shamsiyyah,1,
3416,30,16,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3417,30,17,1,0,lam_jalalah_tafkhim,0,
3418,30,18,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3419,30,19,5,0,alif_lam_qamariyyah,0,
3420,30,20,0,0,,0,
3421,30,21,1,1,alif_lam_qamariyyah,1,
3422,30,22,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3423,30,23,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3424,30,24,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3425,30,25,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3426,30,26,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3427,30,27,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3428,30,28,1,0,alif_lam_qamariyyah,0,
3429,30,29,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3430,30,30,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
3431,30,31,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3432,30,32,1,1,alif_lam_shamsiyyah,1,
3433,30,33,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3434,30,34,0,0,,0,
3435,30,35,0,0,,0,
3436,30,36,1,0,alif_lam_shamsiyyah,0,
3437,30,37,2,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3438,30,38,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3439,30,39,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3440,30,40,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3441,30,41,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3442,30,42,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3443,30,43,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3444,30,44,0,0,,0,
3445,30,45,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3446,30,46,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3447,30,47,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3448,30,48,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3449,30,49,0,0,,0,
3450,30,50,4,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
3451,30,51,0,0,,0,
3452,30,52,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3453,30,53,2,1,alif_lam_qamariyyah,1,
3454,30,54,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3455,30,55,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3456,30,56,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
3457,30,57,1,1,alif_lam_shamsiyyah,1,
3458,30,58,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3459,30,59,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3460,30,60,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
6218,31,1,1,1,alif_lam_qamariyyah,1,
3461,31,2,2,0,alif_lam_qamariyyah,0,
3462,31,3,1,0,alif_lam_qamariyyah,0,
3463,31,4,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
3464,31,5,1,0,alif_lam_qamariyyah,0,
3465,31,6,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3466,31,7,1,1,alif_lam_qamariyyah,1,
3467,31,8,3,1,alif_lam_shamsiyyah,1,
3468,31,9,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
3469,31,10,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3470,31,11,3,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3471,31,12,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
3472,31,13,2,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
3473,31,14,3,1,alif_lam_qamariyyah,1,
3474,31,15,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
3475,31,16,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3476,31,17,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
3477,31,18,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
3478,31,19,2,0,alif_lam_qamariyyah,0,
3479,31,20,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
3480,31,21,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3481,31,22,5,2,alif_lam_qamariyyah,4,
3482,31,23,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
3483,31,24,1,1,alif_lam_qamariyyah,1,
3484,31,25,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
